Year,Quarter,GMR (Greater Metropolitan Region),Greater Sydney,Rings,Local Government Areas (LGAs),DwellingType,"First Quartile Sales Price
$'000s","Median Sales Price
$'000s","Third Quartile Sales Price
'000s","Mean Sales Price
$'000s","Sales
No.",Qtly change in Median,Annual change in Median,Qtly change in Count,Annual change in Count
2019,Q4,Total,Total,Rest of State,Goulburn Mulwaree,Strata,-,-,-,-,-,-,-,-,-
2019,Q4,Total,Total,Rest of State,Greater Hume Shire,Total,165,235,330,255,37,5.62%,-2.08%,-2.63%,-19.57%
2019,Q4,Total,Total,Rest of State,Greater Hume Shire,Non Strata,165,235,330,255,37,5.62%,-2.10%,-2.60%,-19.60%
2019,Q4,Total,Total,Rest of State,Griffith,Total,329,383,500,419,93,12.50%,9.29%,13.41%,-16.22%
2019,Q4,Total,Total,Rest of State,Griffith,Non Strata,330,400,500,427,88,16.96%,14.29%,11.39%,-16.98%
2019,Q4,Total,Total,Rest of State,Griffith,Strata,-,-,-,-,-,-,-,-,-
2019,Q4,Total,Total,Rest of State,Gunnedah,Total,253,295,378,325,38,-7.81%,-6.35%,-29.63%,-19.15%
2019,Q4,Total,Total,Rest of State,Gunnedah,Non Strata,255,325,389,331,35,1.56%,3.17%,-35.19%,-25.53%
2019,Q4,Total,Total,Rest of State,Gunnedah,Strata,-,-,-,-,-,-,-,-,-
2019,Q4,Total,Total,Rest of State,Gwydir,Total,-,-,-,-,-,-,-,-,-
2019,Q4,Total,Total,Rest of State,Gwydir,Non Strata,-,-,-,-,-,-,-,-,-
2019,Q4,Total,Total,Rest of State,Hay,Total,59,142,168,113,s,-29.25%,17.92%,55.56%,0.00%
2019,Q4,Total,Total,Rest of State,Hay,Non Strata,59,142,168,113,s,-29.25%,17.92%,55.56%,0.00%
2019,Q4,Total,Total,Rest of State,Hilltops,Total,214,260,336,288,71,0.97%,-4.15%,69.05%,-13.41%
2019,Q4,Total,Total,Rest of State,Hilltops,Non Strata,214,260,336,288,71,-0.76%,-4.15%,77.50%,-13.41%
2019,Q4,Total,Total,Rest of State,Inverell,Total,211,283,345,276,38,-7.38%,8.13%,31.03%,-32.14%
2019,Q4,Total,Total,Rest of State,Inverell,Non Strata,211,283,345,276,38,-7.38%,8.13%,31.03%,-32.14%
2019,Q4,Total,Total,Rest of State,Junee,Total,206,246,325,266,s,-6.20%,1.97%,0.00%,28.57%
2019,Q4,Total,Total,Rest of State,Junee,Non Strata,206,246,325,266,s,-6.20%,1.97%,0.00%,28.57%
2019,Q4,Total,Total,Rest of State,Kempsey,Total,290,361,484,400,100,6.18%,5.25%,-28.06%,-21.26%
2019,Q4,Total,Total,Rest of State,Kempsey,Non Strata,290,368,506,408,90,-4.79%,5.00%,-17.43%,-22.41%
2019,Q4,Total,Total,Rest of State,Kempsey,Strata,-,-,-,-,-,-,-,-,-
2019,Q4,Total,Total,Rest of State,Kyogle,Total,239,305,368,312,34,-11.74%,-13.00%,-12.82%,-15.00%
2019,Q4,Total,Total,Rest of State,Kyogle,Non Strata,230,304,370,310,33,-11.88%,-13.14%,-15.38%,-17.50%
2019,Q4,Total,Total,Rest of State,Kyogle,Strata,-,-,-,-,-,-,-,-,-
2019,Q4,Total,Total,Rest of State,Lachlan,Total,-,-,-,-,-,-,-,-,-
2019,Q4,Total,Total,Rest of State,Lachlan,Non Strata,-,-,-,-,-,-,-,-,-
2019,Q4,Total,Total,Rest of State,Leeton,Total,176,250,330,247,37,15.21%,14.16%,-11.90%,-38.33%
2019,Q4,Total,Total,Rest of State,Leeton,Non Strata,178,250,333,249,36,1.01%,12.11%,0.00%,-33.33%
2019,Q4,Total,Total,Rest of State,Leeton,Strata,-,-,-,-,-,-,-,-,-
2019,Q4,Total,Total,Rest of State,Lismore,Total,340,411,560,466,174,3.07%,0.30%,13.73%,-5.43%
2019,Q4,Total,Total,Rest of State,Lismore,Non Strata,352,440,579,484,156,3.53%,6.02%,19.08%,-3.11%
2019,Q4,Total,Total,Rest of State,Lismore,Strata,261,315,353,313,s,6.51%,-1.87%,-18.18%,-21.74%
2019,Q4,Total,Total,Rest of State,Lithgow,Total,297,361,489,431,70,7.84%,7.84%,2.94%,-14.63%
2019,Q4,Total,Total,Rest of State,Lithgow,Non Strata,297,361,489,431,70,7.84%,11.15%,2.94%,-9.09%
2019,Q4,Total,Total,Rest of State,Liverpool Plains,Total,150,210,255,227,s,0.00%,-10.64%,8.70%,47.06%
2019,Q4,Total,Total,Rest of State,Liverpool Plains,Non Strata,150,210,255,227,s,0.00%,-10.64%,8.70%,47.06%
2019,Q4,Total,Total,Rest of State,Lockhart,Total,-,-,-,-,-,-,-,-,-
2019,Q4,Total,Total,Rest of State,Lockhart,Non Strata,-,-,-,-,-,-,-,-,-
2019,Q4,Total,Total,Rest of State,Mid-Coast,Total,335,425,579,462,485,-3.41%,3.66%,-2.22%,6.59%
2019,Q4,Total,Total,Rest of State,Mid-Coast,Non Strata,345,450,601,479,400,-2.17%,7.14%,0.50%,10.19%
2019,Q4,Total,Total,Rest of State,Mid-Coast,Strata,315,365,435,381,85,1.81%,2.10%,-13.27%,-7.61%
2019,Q4,Total,Total,Rest of State,Mid-Western Regional,Total,329,420,515,418,113,5.00%,12.30%,-9.60%,-24.67%
2019,Q4,Total,Total,Rest of State,Mid-Western Regional,Non Strata,342,422,525,422,109,2.53%,10.50%,-9.17%,-23.24%
2019,Q4,Total,Total,Rest of State,Mid-Western Regional,Strata,-,-,-,-,-,-,-,-,-
2019,Q4,Total,Total,Rest of State,Moree Plains,Total,104,190,315,203,s,26.67%,-36.67%,-20.59%,-18.18%
2019,Q4,Total,Total,Rest of State,Moree Plains,Non Strata,104,190,315,203,s,26.67%,-36.67%,-20.59%,-18.18%
2019,Q4,Total,Total,Rest of State,Murray River,Total,269,351,446,372,38,-2.64%,26.10%,-30.90%,-41.50%
2019,Q4,Total,Total,Rest of State,Murray River,Non Strata,271,365,450,380,36,-8.18%,13.18%,-25.00%,-30.77%
2019,Q4,Total,Total,Rest of State,Murray River,Strata,-,-,-,-,-,-,-,-,-
2019,Q4,Total,Total,Rest of State,Murrumbidgee,Total,-,-,-,-,-,-,-,-,-
2019,Q4,Total,Total,Rest of State,Murrumbidgee,Non Strata,-,-,-,-,-,-,-,-,-
2019,Q4,Total,Total,Rest of State,Muswellbrook,Total,255,310,385,328,73,3.33%,0.00%,21.67%,8.96%
2019,Q4,Total,Total,Rest of State,Muswellbrook,Non Strata,254,310,385,329,72,2.48%,0.00%,24.14%,18.03%
2019,Q4,Total,Total,Rest of State,Muswellbrook,Strata,-,-,-,-,-,-,-,-,-
2019,Q4,Total,Total,Rest of State,Nambucca,Total,370,450,550,467,70,7.14%,15.38%,-10.26%,-29.29%
2019,Q4,Total,Total,Rest of State,Nambucca,Non Strata,378,465,559,482,63,4.49%,15.53%,-8.70%,-31.52%
2019,Q4,Total,Total,Rest of State,Nambucca,Strata,-,-,-,-,-,-,-,-,-
2019,Q4,Total,Total,Rest of State,Narrabri,Total,231,325,370,292,s,4.67%,32.65%,-41.18%,-48.72%
2019,Q4,Total,Total,Rest of State,Narrabri,Non Strata,235,330,370,301,s,6.28%,34.69%,-44.12%,-51.28%
2019,Q4,Total,Total,Rest of State,Narrabri,Strata,-,-,-,-,-,-,-,-,-
2019,Q4,Total,Total,Rest of State,Narrandera,Total,111,150,210,174,s,-19.79%,-23.08%,-24.00%,-44.12%
2019,Q4,Total,Total,Rest of State,Narrandera,Non Strata,111,150,210,174,s,-19.79%,-23.08%,-24.00%,-44.12%
2019,Q4,Total,Total,Rest of State,Narromine,Total,215,250,530,344,s,8.07%,3.09%,257.14%,4.17%
2019,Q4,Total,Total,Rest of State,Narromine,Non Strata,215,250,530,344,s,8.07%,3.09%,257.14%,4.17%
2019,Q4,Total,Total,Rest of State,Oberon,Total,290,338,415,393,s,-14.43%,-17.06%,4.55%,15.00%
2019,Q4,Total,Total,Rest of State,Oberon,Non Strata,290,338,415,393,s,-14.43%,-17.06%,4.55%,15.00%
2019,Q4,Total,Total,Rest of State,Orange,Total,350,419,500,435,225,1.58%,0.36%,10.29%,11.39%
2019,Q4,Total,Total,Rest of State,Orange,Non Strata,374,426,514,453,202,1.55%,-1.05%,12.85%,8.60%
2019,Q4,Total,Total,Rest of State,Orange,Strata,243,277,303,278,s,1.09%,1.09%,-8.00%,43.75%
2019,Q4,Total,Total,Rest of State,Parkes,Total,230,270,331,286,63,20.00%,5.88%,3.28%,-35.05%
2019,Q4,Total,Total,Rest of State,Parkes,Non Strata,230,270,331,286,63,20.00%,5.88%,3.28%,-30.77%
2019,Q4,Total,Total,Rest of State,Port Macquarie-Hastings,Total,430,533,665,564,366,2.40%,1.91%,-7.11%,3.68%
2019,Q4,Total,Total,Rest of State,Port Macquarie-Hastings,Non Strata,495,570,720,611,284,1.33%,0.53%,-1.73%,5.19%
2019,Q4,Total,Total,Rest of State,Port Macquarie-Hastings,Strata,337,390,440,400,82,-3.94%,0.00%,-21.90%,-1.20%
2019,Q4,Total,Total,Rest of State,Queanbeyan-Palerang Regional,Total,444,613,778,623,291,16.21%,13.94%,16.87%,3.19%
2019,Q4,Total,Total,Rest of State,Queanbeyan-Palerang Regional,Non Strata,579,700,852,734,206,7.69%,7.69%,27.16%,7.85%
2019,Q4,Total,Total,Rest of State,Queanbeyan-Palerang Regional,Strata,250,360,426,355,85,9.09%,4.35%,-2.30%,-6.59%
2019,Q4,Total,Total,Rest of State,Richmond Valley,Total,265,310,476,367,83,-12.43%,-6.06%,12.16%,-12.63%
2019,Q4,Total,Total,Rest of State,Richmond Valley,Non Strata,265,310,480,371,77,-10.40%,-6.06%,20.31%,-11.49%
2019,Q4,Total,Total,Rest of State,Richmond Valley,Strata,-,-,-,-,-,-,-,-,-
2019,Q4,Total,Total,Rest of State,Shoalhaven,Total,440,540,700,596,542,2.86%,0.93%,16.06%,19.91%
2019,Q4,Total,Total,Rest of State,Shoalhaven,Non Strata,450,557,710,608,495,3.72%,1.27%,14.85%,20.44%
2019,Q4,Total,Total,Rest of State,Shoalhaven,Strata,378,435,511,467,47,-7.94%,-4.40%,30.56%,14.63%
2019,Q4,Total,Total,Rest of State,Singleton,Total,394,503,659,538,114,24.07%,22.00%,2.70%,3.60%
2019,Q4,Total,Total,Rest of State,Singleton,Non Strata,411,513,673,552,108,19.74%,19.19%,4.85%,9.09%
2019,Q4,Total,Total,Rest of State,Singleton,Strata,-,-,-,-,-,-,-,-,-
2019,Q4,Total,Total,Rest of State,Snowy Monaro Regional,Total,265,360,543,407,97,12.50%,-5.88%,2.11%,-17.09%
2019,Q4,Total,Total,Rest of State,Snowy Monaro Regional,Non Strata,280,360,585,426,76,9.09%,-4.00%,0.00%,-14.61%
2019,Q4,Total,Total,Rest of State,Snowy Monaro Regional,Strata,200,360,400,338,s,63.64%,-9.43%,10.53%,-25.00%
2019,Q4,Total,Total,Rest of State,Snowy Valleys,Total,224,290,348,300,54,9.64%,22.11%,-20.59%,-25.00%
2019,Q4,Total,Total,Rest of State,Snowy Valleys,Non Strata,224,290,348,300,54,13.73%,22.11%,-16.92%,-25.00%
2019,Q4,Total,Total,Rest of State,Tamworth Regional,Total,260,335,433,355,228,3.47%,1.52%,11.76%,-2.56%
2019,Q4,Total,Total,Rest of State,Tamworth Regional,Non Strata,265,341,441,363,212,4.13%,-0.44%,8.72%,-0.47%
2019,Q4,Total,Total,Rest of State,Tamworth Regional,Strata,219,270,298,255,s,0.00%,20.54%,77.78%,-23.81%
2019,Q4,Total,Total,Rest of State,Temora,Total,273,295,380,322,s,0.00%,-11.94%,-26.67%,-59.26%
2019,Q4,Total,Total,Rest of State,Temora,Non Strata,273,295,380,322,s,0.00%,-11.94%,-26.67%,-59.26%
2019,Q4,Total,Total,Rest of State,Tenterfield,Total,207,235,296,253,s,4.68%,-9.62%,-57.14%,-63.64%
2019,Q4,Total,Total,Rest of State,Tenterfield,Non Strata,207,235,296,253,s,4.68%,-6.00%,-57.14%,-55.56%
2019,Q4,Total,Total,Rest of State,Tweed,Total,447,585,755,624,525,4.46%,0.86%,5.21%,16.93%
2019,Q4,Total,Total,Rest of State,Tweed,Non Strata,570,685,880,749,289,6.20%,3.55%,0.70%,8.65%
2019,Q4,Total,Total,Rest of State,Tweed,Strata,355,450,579,470,236,0.50%,4.65%,11.32%,28.96%
2019,Q4,Total,Total,Rest of State,Upper Hunter Shire,Total,275,350,430,363,61,7.28%,25.00%,52.50%,10.91%
2019,Q4,Total,Total,Rest of State,Upper Hunter Shire,Non Strata,275,363,450,367,58,9.02%,18.85%,48.72%,11.54%
2019,Q4,Total,Total,Rest of State,Upper Hunter Shire,Strata,-,-,-,-,-,-,-,-,-
2019,Q4,Total,Total,Rest of State,Upper Lachlan Shire,Total,306,398,569,431,s,-15.43%,13.60%,-21.70%,-48.60%
2019,Q4,Total,Total,Rest of State,Upper Lachlan Shire,Non Strata,306,398,569,431,s,-15.43%,13.60%,-21.70%,-48.60%
2019,Q4,Total,Total,Rest of State,Uralla,Total,300,400,445,372,s,37.93%,4.60%,-43.50%,-27.80%
2019,Q4,Total,Total,Rest of State,Uralla,Non Strata,300,400,445,372,s,37.93%,4.58%,-43.48%,-27.78%
2019,Q4,Total,Total,Rest of State,Wagga Wagga,Total,292,369,453,396,295,5.43%,2.50%,9.67%,-9.23%
2019,Q4,Total,Total,Rest of State,Wagga Wagga,Non Strata,305,380,464,409,263,6.27%,2.30%,5.60%,-10.50%
2019,Q4,Total,Total,Rest of State,Wagga Wagga,Strata,257,291,340,290,32,7.59%,9.62%,60.00%,3.23%
2019,Q4,Total,Total,Rest of State,Walcha,Total,-,-,-,-,-,-,-,-,-
2019,Q4,Total,Total,Rest of State,Walcha,Non Strata,-,-,-,-,-,-,-,-,-
2019,Q4,Total,Total,Rest of State,Walgett,Total,-,-,-,-,-,-,-,-,-
2019,Q4,Total,Total,Rest of State,Walgett,Non Strata,-,-,-,-,-,-,-,-,-
2019,Q4,Total,Total,Rest of State,Warren,Total,-,-,-,-,-,-,-,-,-
2019,Q4,Total,Total,Rest of State,Warren,Non Strata,-,-,-,-,-,-,-,-,-
2019,Q4,Total,Total,Rest of State,Warrumbungle Shire,Total,86,133,201,149,36,11.04%,-13.19%,71.43%,0.00%
2019,Q4,Total,Total,Rest of State,Warrumbungle Shire,Non Strata,86,133,201,149,36,11.04%,-13.19%,71.43%,0.00%
2019,Q4,Total,Total,Rest of State,Weddin,Total,131,156,243,183,s,-33.08%,0.81%,20.00%,33.33%
2019,Q4,Total,Total,Rest of State,Weddin,Non Strata,131,156,243,183,s,-33.08%,0.81%,20.00%,33.33%
2019,Q4,Total,Total,Rest of State,Wentworth,Total,202,265,348,310,s,-14.52%,8.16%,3.45%,3.45%
2019,Q4,Total,Total,Rest of State,Wentworth,Non Strata,202,265,348,310,s,-7.02%,8.16%,20.00%,3.45%
2019,Q4,Total,Total,Rest of State,Wingecarribee,Total,625,800,"1,165",912,250,0.00%,1.59%,6.38%,20.19%
2019,Q4,Total,Total,Rest of State,Wingecarribee,Non Strata,646,858,"1,210",951,214,3.31%,7.19%,0.47%,15.05%
2019,Q4,Total,Total,Rest of State,Wingecarribee,Strata,533,623,780,681,36,-0.80%,-0.80%,63.64%,63.64%
2019,Q4,Total,Total,Rest of State,Yass Valley,Total,445,613,860,664,54,-12.62%,5.60%,0.00%,-25.00%
2019,Q4,Total,Total,Rest of State,Yass Valley,Non Strata,445,613,860,664,54,-12.62%,5.60%,0.00%,-25.00%
2019,Q4,Total,Total,Wollongong SSD,Total,Total,542,660,823,711,1048,3.13%,-3.65%,1.55%,13.67%
2019,Q4,Total,Total,Wollongong SSD,Total,Non Strata,570,729,880,771,745,6.46%,-0.14%,3.76%,10.70%
2019,Q4,Total,Total,Wollongong SSD,Total,Strata,468,560,650,564,303,5.16%,-2.61%,-3.50%,21.69%
2019,Q4,Total,Total,Wollongong SSD,Kiama,Total,694,849,"1,032",892,116,5.07%,1.98%,10.48%,27.47%
2019,Q4,Total,Total,Wollongong SSD,Kiama,Non Strata,820,920,"1,130","1,064",81,8.24%,8.24%,-7.95%,10.96%
2019,Q4,Total,Total,Wollongong SSD,Kiama,Strata,347,505,612,496,35,-28.37%,-30.82%,105.88%,94.44%
2019,Q4,Total,Total,Wollongong SSD,Shellharbour,Total,515,600,707,626,256,6.90%,-2.44%,-7.91%,8.47%
2019,Q4,Total,Total,Wollongong SSD,Shellharbour,Non Strata,550,625,750,659,201,5.93%,-2.34%,2.03%,8.65%
2019,Q4,Total,Total,Wollongong SSD,Shellharbour,Strata,440,480,577,506,55,-1.84%,-7.51%,-32.10%,7.84%
2019,Q4,Total,Total,Wollongong SSD,Wollongong,Total,550,668,816,712,676,2.69%,-3.26%,4.16%,13.61%
2019,Q4,Total,Total,Wollongong SSD,Wollongong,Non Strata,570,740,883,768,463,6.86%,0.00%,6.93%,11.57%
2019,Q4,Total,Total,Wollongong SSD,Wollongong,Strata,483,580,690,591,213,4.04%,0.00%,-1.39%,18.33%
2019,Q4,Total,Greater Sydney,Total,Total,Total,650,860,"1,310","1,128","18,687",4.88%,2.99%,3.94%,28.36%
2019,Q4,Total,Greater Sydney,Total,Total,Non Strata,720,"1,015","1,585","1,289",10226,9.73%,6.84%,6.93%,22.22%
2019,Q4,Total,Greater Sydney,Total,Total,Strata,595,740,"1,000",932,8461,2.64%,1.37%,0.55%,36.67%
2019,Q4,Total,Greater Sydney,Total,Bayside,Total,660,792,"1,098",917,731,0.57%,-1.80%,7.82%,44.75%
2019,Q4,Total,Greater Sydney,Total,Bayside,Non Strata,"1,160","1,366","1,613","1,395",191,9.28%,13.83%,15.76%,22.44%
2019,Q4,Total,Greater Sydney,Total,Bayside,Strata,635,725,840,747,540,0.69%,2.84%,5.26%,54.73%
2019,Q4,Total,Greater Sydney,Total,Blacktown,Total,580,696,855,721,1104,3.73%,2.35%,-3.24%,35.96%
2019,Q4,Total,Greater Sydney,Total,Blacktown,Non Strata,645,755,892,771,883,4.86%,5.59%,-3.18%,31.20%
2019,Q4,Total,Greater Sydney,Total,Blacktown,Strata,450,520,599,524,221,-5.45%,-4.59%,-3.49%,58.99%
2019,Q4,Total,Greater Sydney,Total,Blue Mountains,Total,555,650,770,681,313,2.36%,2.69%,-10.32%,22.27%
2019,Q4,Total,Greater Sydney,Total,Blue Mountains,Non Strata,567,660,785,690,296,1.54%,3.13%,-4.21%,23.85%
2019,Q4,Total,Greater Sydney,Total,Blue Mountains,Strata,470,525,600,529,s,-12.50%,-12.21%,-57.50%,0.00%
2019,Q4,Total,Greater Sydney,Total,Burwood,Total,733,885,"1,193","1,026",123,3.87%,-16.98%,12.84%,6.03%
2019,Q4,Total,Greater Sydney,Total,Burwood,Non Strata,"1,305","1,610","1,850","1,608",33,-12.14%,4.55%,3.13%,-29.79%
2019,Q4,Total,Greater Sydney,Total,Burwood,Strata,690,800,909,813,90,8.84%,-6.98%,16.88%,30.43%
2019,Q4,Total,Greater Sydney,Total,Camden,Total,644,710,805,740,346,1.43%,0.00%,-13.93%,11.97%
2019,Q4,Total,Greater Sydney,Total,Camden,Non Strata,650,727,815,755,318,1.71%,1.01%,-13.82%,9.28%
2019,Q4,Total,Greater Sydney,Total,Camden,Strata,493,572,631,563,s,0.44%,7.83%,-15.15%,55.56%
2019,Q4,Total,Greater Sydney,Total,Campbelltown,Total,495,580,650,578,446,0.26%,0.87%,-2.19%,14.65%
2019,Q4,Total,Greater Sydney,Total,Campbelltown,Non Strata,543,606,672,617,350,0.21%,0.87%,-4.89%,10.76%
2019,Q4,Total,Greater Sydney,Total,Campbelltown,Strata,397,433,481,439,96,2.98%,2.98%,9.09%,31.51%
2019,Q4,Total,Greater Sydney,Total,Canada Bay,Total,805,"1,156","1,804","1,377",346,3.21%,11.45%,0.29%,24.46%
2019,Q4,Total,Greater Sydney,Total,Canada Bay,Non Strata,"1,700","2,080","2,458","2,158",119,18.35%,17.18%,10.19%,38.37%
2019,Q4,Total,Greater Sydney,Total,Canada Bay,Strata,740,875,"1,140",968,227,-2.78%,-1.69%,-4.22%,18.23%
2019,Q4,Total,Greater Sydney,Total,Canterbury-Bankstown,Total,605,820,"1,000",833,1073,6.49%,9.33%,9.83%,37.92%
2019,Q4,Total,Greater Sydney,Total,Canterbury-Bankstown,Non Strata,850,950,"1,141","1,013",644,3.09%,7.34%,17.52%,38.49%
2019,Q4,Total,Greater Sydney,Total,Canterbury-Bankstown,Strata,460,550,650,562,429,1.48%,4.76%,0.00%,37.06%
2019,Q4,Total,Greater Sydney,Total,Central Coast,Total,505,620,765,665,1452,3.33%,1.64%,3.42%,13.35%
2019,Q4,Total,Greater Sydney,Total,Central Coast,Non Strata,540,650,800,701,1153,3.17%,0.78%,5.68%,14.84%
2019,Q4,Total,Greater Sydney,Total,Central Coast,Strata,405,485,623,524,299,3.19%,-3.00%,-4.47%,7.94%
2019,Q4,Total,Greater Sydney,Total,Cumberland,Total,552,691,845,720,605,5.50%,0.14%,1.34%,34.15%
2019,Q4,Total,Greater Sydney,Total,Cumberland,Non Strata,750,833,965,881,317,4.06%,4.00%,7.82%,34.89%
2019,Q4,Total,Greater Sydney,Total,Cumberland,Strata,469,550,610,544,288,-0.90%,-1.35%,-4.95%,33.33%
2019,Q4,Total,Greater Sydney,Total,Fairfield,Total,594,725,842,723,394,2.11%,3.57%,1.03%,39.22%
2019,Q4,Total,Greater Sydney,Total,Fairfield,Non Strata,700,770,900,805,302,2.67%,5.48%,3.78%,31.88%
2019,Q4,Total,Greater Sydney,Total,Fairfield,Strata,387,434,523,453,92,-5.65%,-5.24%,-7.07%,70.37%
2019,Q4,Total,Greater Sydney,Total,Georges River,Total,680,910,"1,280","1,017",541,1.39%,-2.15%,5.66%,47.41%
2019,Q4,Total,Greater Sydney,Total,Georges River,Non Strata,"1,100","1,281","1,559","1,353",270,2.44%,6.71%,20.00%,36.36%
2019,Q4,Total,Greater Sydney,Total,Georges River,Strata,593,680,750,682,271,0.00%,-2.86%,-5.57%,60.36%
2019,Q4,Total,Greater Sydney,Total,Hawkesbury,Total,590,665,845,763,231,0.00%,-8.28%,-3.35%,45.28%
2019,Q4,Total,Greater Sydney,Total,Hawkesbury,Non Strata,625,690,900,798,205,-4.17%,-13.21%,0.49%,48.55%
2019,Q4,Total,Greater Sydney,Total,Hawkesbury,Strata,424,499,551,488,s,13.41%,0.81%,-25.71%,23.81%
2019,Q4,Total,Greater Sydney,Total,Hornsby,Total,733,"1,110","1,431","1,122",511,6.73%,6.99%,-8.91%,32.73%
2019,Q4,Total,Greater Sydney,Total,Hornsby,Non Strata,"1,150","1,330","1,589","1,373",318,8.26%,12.71%,11.19%,18.22%
2019,Q4,Total,Greater Sydney,Total,Hornsby,Strata,600,661,784,709,193,-4.28%,0.08%,-29.82%,66.38%
2019,Q4,Total,Greater Sydney,Total,Hunters Hill,Total,"1,210","1,710","2,810","2,207",61,-10.00%,-2.84%,38.64%,32.61%
2019,Q4,Total,Greater Sydney,Total,Hunters Hill,Non Strata,"2,108","2,780","4,063","3,231",32,1.09%,4.12%,18.52%,39.13%
2019,Q4,Total,Greater Sydney,Total,Hunters Hill,Strata,740,"1,170","1,319","1,076",s,-9.30%,-2.50%,70.59%,26.09%
2019,Q4,Total,Greater Sydney,Total,Inner West,Total,856,"1,268","1,688","1,329",782,6.99%,13.70%,15.00%,29.68%
2019,Q4,Total,Greater Sydney,Total,Inner West,Non Strata,"1,350","1,614","1,925","1,686",442,7.57%,16.92%,28.86%,30.00%
2019,Q4,Total,Greater Sydney,Total,Inner West,Strata,692,792,999,865,340,5.53%,6.96%,0.89%,29.28%
2019,Q4,Total,Greater Sydney,Total,Ku-Ring-Gai,Total,"1,074","1,785","2,350","1,832",535,8.18%,6.73%,12.63%,26.78%
2019,Q4,Total,Greater Sydney,Total,Ku-Ring-Gai,Non Strata,"1,856","2,208","2,689","2,364",308,8.54%,5.63%,6.94%,12.82%
2019,Q4,Total,Greater Sydney,Total,Ku-Ring-Gai,Strata,837,980,"1,355","1,110",227,8.89%,7.69%,21.39%,52.35%
2019,Q4,Total,Greater Sydney,Total,Lane Cove,Total,821,"1,283","2,057","1,606",218,35.00%,45.74%,6.34%,23.16%
2019,Q4,Total,Greater Sydney,Total,Lane Cove,Non Strata,"2,094","2,478","2,903","2,731",72,-4.71%,-6.51%,53.19%,30.91%
2019,Q4,Total,Greater Sydney,Total,Lane Cove,Strata,755,920,"1,284","1,051",146,15.18%,23.08%,-7.59%,19.67%
2019,Q4,Total,Greater Sydney,Total,Liverpool,Total,560,710,857,779,580,6.77%,1.80%,12.19%,41.46%
2019,Q4,Total,Greater Sydney,Total,Liverpool,Non Strata,697,800,916,899,408,5.26%,6.67%,15.91%,36.00%
2019,Q4,Total,Greater Sydney,Total,Liverpool,Strata,414,480,581,495,172,-2.04%,-4.29%,4.24%,56.36%
2019,Q4,Total,Greater Sydney,Total,Mosman,Total,"1,100","2,375","3,400","2,631",157,86.27%,51.27%,25.60%,13.77%
2019,Q4,Total,Greater Sydney,Total,Mosman,Non Strata,"3,060","3,900","5,088","4,287",67,17.43%,4.00%,67.50%,36.73%
2019,Q4,Total,Greater Sydney,Total,Mosman,Strata,900,"1,158","1,624","1,398",90,21.84%,26.50%,5.88%,1.12%
2019,Q4,Total,Greater Sydney,Total,North Sydney,Total,872,"1,120","1,820","1,494",397,1.82%,-11.67%,3.39%,13.11%
2019,Q4,Total,Greater Sydney,Total,North Sydney,Non Strata,"2,000","2,536","3,755","2,972",76,0.63%,1.81%,38.18%,22.58%
2019,Q4,Total,Greater Sydney,Total,North Sydney,Strata,820,"1,030","1,400","1,144",321,5.10%,-6.79%,-2.43%,11.07%
2019,Q4,Total,Greater Sydney,Total,Northern Beaches,Total,"1,005","1,525","2,010","1,620",1153,8.54%,12.13%,20.48%,24.92%
2019,Q4,Total,Greater Sydney,Total,Northern Beaches,Non Strata,"1,585","1,880","2,385","2,077",601,8.17%,10.59%,18.54%,18.54%
2019,Q4,Total,Greater Sydney,Total,Northern Beaches,Strata,775,985,"1,363","1,123",552,8.54%,11.93%,22.67%,32.69%
2019,Q4,Total,Greater Sydney,Total,Parramatta,Total,650,820,"1,220","1,538",941,10.07%,3.21%,3.07%,43.88%
2019,Q4,Total,Greater Sydney,Total,Parramatta,Non Strata,"1,049","1,251","1,487","1,297",342,10.71%,11.20%,7.89%,29.06%
2019,Q4,Total,Greater Sydney,Total,Parramatta,Strata,590,671,800,"1,675",599,3.23%,0.90%,0.50%,53.98%
2019,Q4,Total,Greater Sydney,Total,Penrith,Total,532,640,728,642,693,7.56%,0.79%,-4.55%,21.79%
2019,Q4,Total,Greater Sydney,Total,Penrith,Non Strata,620,682,765,709,476,4.92%,2.19%,-0.63%,10.19%
2019,Q4,Total,Greater Sydney,Total,Penrith,Strata,400,490,545,494,217,3.16%,-0.51%,-12.15%,58.39%
2019,Q4,Total,Greater Sydney,Total,Randwick,Total,935,"1,325","1,957","1,574",449,6.00%,4.33%,14.54%,32.45%
2019,Q4,Total,Greater Sydney,Total,Randwick,Non Strata,"1,870","2,300","2,731","2,456",160,18.25%,15.00%,12.68%,11.11%
2019,Q4,Total,Greater Sydney,Total,Randwick,Strata,846,"1,009","1,290","1,086",289,6.21%,16.65%,15.60%,48.21%
2019,Q4,Total,Greater Sydney,Total,Ryde,Total,680,951,"1,470","1,122",623,5.49%,-2.31%,5.95%,40.95%
2019,Q4,Total,Greater Sydney,Total,Ryde,Non Strata,"1,520","1,690","1,955","1,767",169,11.15%,18.39%,9.74%,9.74%
2019,Q4,Total,Greater Sydney,Total,Ryde,Strata,646,810,"1,024",882,454,2.86%,12.89%,4.61%,57.64%
