LGA_2016,Local Government Areas - 2016,SEIFAINDEXTYPE,Index Type,SEIFA_MEASURE,Measure,TIME,Time,Value,Flag Codes,Flags
17100,Strathfield (A),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,9,,
17100,Strathfield (A),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,88,,
17100,Strathfield (A),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,847,,
17100,Strathfield (A),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1178,,
17100,Strathfield (A),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,40312,,
17150,Sutherland Shire (A),IEO,Index of Education and Occupation,SCORE,Score,2016,2016,1066,,
17150,Sutherland Shire (A),IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,485,,
17150,Sutherland Shire (A),IEO,Index of Education and Occupation,RWAD,Rank within Australia - Decile,2016,2016,9,,
17150,Sutherland Shire (A),IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,89,,
17150,Sutherland Shire (A),IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,110,,
17150,Sutherland Shire (A),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,9,,
17150,Sutherland Shire (A),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,84,,
17150,Sutherland Shire (A),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,922,,
17150,Sutherland Shire (A),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1176,,
17150,Sutherland Shire (A),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,218464,,
17200,Sydney (C),IEO,Index of Education and Occupation,SCORE,Score,2016,2016,1149,,
17200,Sydney (C),IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,525,,
17200,Sydney (C),IEO,Index of Education and Occupation,RWAD,Rank within Australia - Decile,2016,2016,10,,
17200,Sydney (C),IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,97,,
17200,Sydney (C),IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,122,,
17200,Sydney (C),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,10,,
17200,Sydney (C),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,94,,
17200,Sydney (C),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,664,,
17200,Sydney (C),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1283,,
17200,Sydney (C),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,208374,,
18050,Waverley (A),IEO,Index of Education and Occupation,SCORE,Score,2016,2016,1161,,
18050,Waverley (A),IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,533,,
18050,Waverley (A),IEO,Index of Education and Occupation,RWAD,Rank within Australia - Decile,2016,2016,10,,
18050,Waverley (A),IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,98,,
18050,Waverley (A),IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,125,,
18050,Waverley (A),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,10,,
18050,Waverley (A),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,96,,
18050,Waverley (A),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,1075,,
18050,Waverley (A),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1232,,
18050,Waverley (A),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,66812,,
18250,Willoughby (C),IEO,Index of Education and Occupation,SCORE,Score,2016,2016,1157,,
18250,Willoughby (C),IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,531,,
18250,Willoughby (C),IEO,Index of Education and Occupation,RWAD,Rank within Australia - Decile,2016,2016,10,,
18250,Willoughby (C),IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,98,,
18250,Willoughby (C),IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,124,,
18250,Willoughby (C),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,10,,
18250,Willoughby (C),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,95,,
18250,Willoughby (C),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,914,,
18250,Willoughby (C),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1223,,
18250,Willoughby (C),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,74302,,
18400,Wollondilly (A),IEO,Index of Education and Occupation,SCORE,Score,2016,2016,977,,
18400,Wollondilly (A),IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,356,,
18400,Wollondilly (A),IEO,Index of Education and Occupation,RWAD,Rank within Australia - Decile,2016,2016,7,,
18400,Wollondilly (A),IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,66,,
18400,Wollondilly (A),IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,85,,
18400,Wollondilly (A),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,7,,
18400,Wollondilly (A),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,65,,
18400,Wollondilly (A),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,839,,
18400,Wollondilly (A),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1121,,
18400,Wollondilly (A),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,48519,,
18450,Wollongong (C),IEO,Index of Education and Occupation,SCORE,Score,2016,2016,997,,
18450,Wollongong (C),IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,414,,
18450,Wollongong (C),IEO,Index of Education and Occupation,RWAD,Rank within Australia - Decile,2016,2016,8,,
18450,Wollongong (C),IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,76,,
18450,Wollongong (C),IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,96,,
18450,Wollongong (C),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,8,,
18450,Wollongong (C),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,74,,
18450,Wollongong (C),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,572,,
18450,Wollongong (C),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1201,,
18450,Wollongong (C),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,203630,,
18500,Woollahra (A),IEO,Index of Education and Occupation,SCORE,Score,2016,2016,1191,,
18500,Woollahra (A),IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,543,,
18500,Woollahra (A),IEO,Index of Education and Occupation,RWAD,Rank within Australia - Decile,2016,2016,10,,
18500,Woollahra (A),IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,100,,
18500,Woollahra (A),IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,129,,
18500,Woollahra (A),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,10,,
18500,Woollahra (A),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,99,,
18500,Woollahra (A),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,1129,,
18500,Woollahra (A),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1252,,
18500,Woollahra (A),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,54240,,
10750,Blacktown (C),IER,Index of Economic Resources,SCORE,Score,2016,2016,1011,,
10750,Blacktown (C),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,411,,
10750,Blacktown (C),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,8,,
10750,Blacktown (C),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,76,,
10750,Blacktown (C),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,101,,
10750,Blacktown (C),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,8,,
10750,Blacktown (C),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,78,,
10750,Blacktown (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,615,,
10750,Blacktown (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1260,,
10750,Blacktown (C),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,336962,,
10900,Blue Mountains (C),IER,Index of Economic Resources,SCORE,Score,2016,2016,1039,,
10900,Blue Mountains (C),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,481,,
10900,Blue Mountains (C),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,9,,
10900,Blue Mountains (C),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,89,,
10900,Blue Mountains (C),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,111,,
10900,Blue Mountains (C),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,9,,
10900,Blue Mountains (C),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,85,,
10900,Blue Mountains (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,781,,
10900,Blue Mountains (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1185,,
10900,Blue Mountains (C),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,76904,,
11300,Burwood (A),IER,Index of Economic Resources,SCORE,Score,2016,2016,944,,
11300,Burwood (A),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,99,,
11300,Burwood (A),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,2,,
11300,Burwood (A),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,19,,
11300,Burwood (A),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,14,,
11300,Burwood (A),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,2,,
11300,Burwood (A),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,11,,
11300,Burwood (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,705,,
11300,Burwood (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1106,,
11300,Burwood (A),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,36809,,
11450,Camden (A),IER,Index of Economic Resources,SCORE,Score,2016,2016,1104,,
11450,Camden (A),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,538,,
11450,Camden (A),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,10,,
11450,Camden (A),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,99,,
11450,Camden (A),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,128,,
11450,Camden (A),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,10,,
11450,Camden (A),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,98,,
11450,Camden (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,828,,
11450,Camden (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1256,,
11450,Camden (A),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,78218,,
11500,Campbelltown (C) ,IER,Index of Economic Resources,SCORE,Score,2016,2016,977,,
11500,Campbelltown (C) ,IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,243,,
11500,Campbelltown (C) ,IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,5,,
11500,Campbelltown (C) ,IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,45,,
11500,Campbelltown (C) ,IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,58,,
11500,Campbelltown (C) ,IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,5,,
11500,Campbelltown (C) ,IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,45,,
11500,Campbelltown (C) ,IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,558,,
11500,Campbelltown (C) ,IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1196,,
11500,Campbelltown (C) ,IER,Index of Economic Resources,URP,Usual resident population,2016,2016,157006,,
11520,Canada Bay (A),IER,Index of Economic Resources,SCORE,Score,2016,2016,1020,,
11520,Canada Bay (A),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,439,,
11520,Canada Bay (A),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,9,,
11520,Canada Bay (A),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,81,,
11520,Canada Bay (A),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,106,,
11520,Canada Bay (A),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,9,,
11520,Canada Bay (A),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,81,,
11520,Canada Bay (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,752,,
11520,Canada Bay (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1161,,
11520,Canada Bay (A),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,88015,,
11720,Cessnock (C),IER,Index of Economic Resources,SCORE,Score,2016,2016,967,,
11720,Cessnock (C),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,181,,
11720,Cessnock (C),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,4,,
11720,Cessnock (C),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,34,,
11720,Cessnock (C),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,37,,
11720,Cessnock (C),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,3,,
11720,Cessnock (C),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,29,,
11720,Cessnock (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,663,,
11720,Cessnock (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1161,,
11720,Cessnock (C),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,55560,,
12850,Fairfield (C),IER,Index of Economic Resources,SCORE,Score,2016,2016,943,,
12850,Fairfield (C),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,96,,
12850,Fairfield (C),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,2,,
12850,Fairfield (C),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,18,,
12850,Fairfield (C),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,13,,
12850,Fairfield (C),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,1,,
12850,Fairfield (C),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,10,,
12850,Fairfield (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,703,,
12850,Fairfield (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1172,,
12850,Fairfield (C),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,198817,,
13800,Hawkesbury (C),IER,Index of Economic Resources,SCORE,Score,2016,2016,1058,,
13800,Hawkesbury (C),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,509,,
13800,Hawkesbury (C),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,10,,
13800,Hawkesbury (C),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,94,,
13800,Hawkesbury (C),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,118,,
13800,Hawkesbury (C),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,10,,
13800,Hawkesbury (C),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,91,,
13800,Hawkesbury (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,811,,
13800,Hawkesbury (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1215,,
13800,Hawkesbury (C),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,64592,,
14000,Hornsby (A),IER,Index of Economic Resources,SCORE,Score,2016,2016,1091,,
14000,Hornsby (A),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,531,,
14000,Hornsby (A),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,10,,
14000,Hornsby (A),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,98,,
14000,Hornsby (A),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,123,,
14000,Hornsby (A),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,10,,
14000,Hornsby (A),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,94,,
14000,Hornsby (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,837,,
14000,Hornsby (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1232,,
14000,Hornsby (A),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,142667,,
14100,Hunters Hill (A),IER,Index of Economic Resources,SCORE,Score,2016,2016,1093,,
14100,Hunters Hill (A),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,533,,
14100,Hunters Hill (A),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,10,,
14100,Hunters Hill (A),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,98,,
14100,Hunters Hill (A),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,125,,
14100,Hunters Hill (A),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,10,,
14100,Hunters Hill (A),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,96,,
14100,Hunters Hill (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,717,,
14100,Hunters Hill (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1194,,
14100,Hunters Hill (A),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,13999,,
14400,Kiama (A),IER,Index of Economic Resources,SCORE,Score,2016,2016,1058,,
14400,Kiama (A),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,508,,
14400,Kiama (A),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,10,,
14400,Kiama (A),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,94,,
14400,Kiama (A),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,117,,
14400,Kiama (A),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,9,,
14400,Kiama (A),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,90,,
14400,Kiama (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,887,,
14400,Kiama (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1137,,
14400,Kiama (A),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,21464,,
14500,Ku-ring-gai (A),IER,Index of Economic Resources,SCORE,Score,2016,2016,1132,,
14500,Ku-ring-gai (A),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,544,,
14500,Ku-ring-gai (A),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,10,,
14500,Ku-ring-gai (A),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,100,,
14500,Ku-ring-gai (A),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,129,,
14500,Ku-ring-gai (A),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,10,,
14500,Ku-ring-gai (A),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,99,,
14500,Ku-ring-gai (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,906,,
14500,Ku-ring-gai (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1239,,
14500,Ku-ring-gai (A),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,118053,,
14650,Lake Macquarie (C),IER,Index of Economic Resources,SCORE,Score,2016,2016,1005,,
14650,Lake Macquarie (C),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,383,,
14650,Lake Macquarie (C),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,8,,
14650,Lake Macquarie (C),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,71,,
14650,Lake Macquarie (C),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,95,,
14650,Lake Macquarie (C),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,8,,
14650,Lake Macquarie (C),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,73,,
14650,Lake Macquarie (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,633,,
14650,Lake Macquarie (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1182,,
14650,Lake Macquarie (C),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,197371,,
14700,Lane Cove (A),IER,Index of Economic Resources,SCORE,Score,2016,2016,1070,,
14700,Lane Cove (A),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,519,,
14700,Lane Cove (A),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,10,,
14700,Lane Cove (A),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,96,,
14700,Lane Cove (A),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,120,,
14700,Lane Cove (A),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,10,,
14700,Lane Cove (A),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,92,,
14700,Lane Cove (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,898,,
14700,Lane Cove (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1216,,
14700,Lane Cove (A),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,36051,,
14900,Liverpool (C),IER,Index of Economic Resources,SCORE,Score,2016,2016,1008,,
14900,Liverpool (C),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,391,,
14900,Liverpool (C),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,8,,
14900,Liverpool (C),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,72,,
14900,Liverpool (C),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,97,,
14900,Liverpool (C),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,8,,
14900,Liverpool (C),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,75,,
14900,Liverpool (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,514,,
14900,Liverpool (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1213,,
14900,Liverpool (C),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,204326,,
15050,Maitland (C),IER,Index of Economic Resources,SCORE,Score,2016,2016,1005,,
15050,Maitland (C),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,384,,
15050,Maitland (C),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,8,,
15050,Maitland (C),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,71,,
15050,Maitland (C),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,96,,
15050,Maitland (C),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,8,,
15050,Maitland (C),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,74,,
15050,Maitland (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,640,,
15050,Maitland (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1179,,
15050,Maitland (C),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,77305,,
15350,Mosman (A),IER,Index of Economic Resources,SCORE,Score,2016,2016,1076,,
15350,Mosman (A),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,522,,
15350,Mosman (A),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,10,,
15350,Mosman (A),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,96,,
15350,Mosman (A),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,121,,
15350,Mosman (A),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,10,,
15350,Mosman (A),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,93,,
15350,Mosman (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,901,,
15350,Mosman (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1211,,
15350,Mosman (A),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,28475,,
15900,Newcastle (C),IER,Index of Economic Resources,SCORE,Score,2016,2016,967,,
15900,Newcastle (C),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,180,,
15900,Newcastle (C),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,4,,
15900,Newcastle (C),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,33,,
15900,Newcastle (C),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,36,,
15900,Newcastle (C),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,3,,
15900,Newcastle (C),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,28,,
15900,Newcastle (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,479,,
15900,Newcastle (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1195,,
15900,Newcastle (C),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,155411,,
15950,North Sydney (A),IER,Index of Economic Resources,SCORE,Score,2016,2016,1003,,
15950,North Sydney (A),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,368,,
15950,North Sydney (A),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,7,,
15950,North Sydney (A),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,68,,
15950,North Sydney (A),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,90,,
15950,North Sydney (A),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,7,,
15950,North Sydney (A),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,69,,
15950,North Sydney (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,731,,
